INFO 2021-05-04 11:35:32,826 autoreload 8365 140498019043136 Watching for file changes with StatReloader
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/backends/mysql/operations.py first seen with mtime 1616747084.462932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /usr/lib/python3.6/concurrent/futures/process.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/http/cookie.py first seen with mtime 1616747084.486932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/checks/translation.py first seen with mtime 1616747084.450932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /usr/lib/python3.6/email/iterators.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/termcolors.py first seen with mtime 1616747084.502932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/conf/locale/__init__.py first seen with mtime 1616747083.966932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1616747084.470932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/views/generic/detail.py first seen with mtime 1616747084.506932
DEBUG 2021-05-04 16:34:23,017 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/baseconv.py first seen with mtime 1616747084.4989321
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /usr/lib/python3.6/lib-dynload/_bz2.cpython-36m-x86_64-linux-gnu.so first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/forms/renderers.py first seen with mtime 1616747084.482932
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /usr/lib/python3.6/importlib/__init__.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/models/options.py first seen with mtime 1616747084.4749322
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/pymysql/connections.py first seen with mtime 1616747975.3989668
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/backends/base/creation.py first seen with mtime 1616747084.4589322
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/handlers/base.py first seen with mtime 1616747084.450932
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /usr/lib/python3.6/http/server.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1616747084.446932
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/loader_tags.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/admin.py first seen with mtime 1618889912.8936205
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/middleware/cache.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /usr/lib/python3.6/asyncio/base_events.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1616747084.4789321
DEBUG 2021-05-04 16:34:23,018 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/__init__.py first seen with mtime 1616747084.0349321
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/dateparse.py first seen with mtime 1616747084.4989321
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/genericpath.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/tokenize.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/cgi.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/concurrent/futures/__init__.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1616747084.210932
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/email/header.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/backends/ddl_references.py first seen with mtime 1616747084.4589322
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/email/policy.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/numberformat.py first seen with mtime 1616747084.502932
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/exceptions.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/token.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/__init__.py first seen with mtime 1616747084.4589322
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/signal.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,019 autoreload 11334 140518159988544 File /usr/lib/python3.6/asyncio/compat.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/dates.py first seen with mtime 1616747084.4989321
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1616747084.446932
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/asyncio/selector_events.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/options.py first seen with mtime 1616747084.038932
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/files/uploadedfile.py first seen with mtime 1616747084.450932
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/argparse.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/html/entities.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/sqlparse/sql.py first seen with mtime 1616747084.6029322
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/struct.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/encodings/aliases.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/reprlib.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/multiprocessing/__init__.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/urls/__init__.py first seen with mtime 1616747084.4989321
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/sqlparse/engine/__init__.py first seen with mtime 1616747084.6029322
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/warnings.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,020 autoreload 11334 140518159988544 File /usr/lib/python3.6/asyncio/coroutines.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/management/commands/runserver.py first seen with mtime 1616747084.4549322
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/forms/widgets.py first seen with mtime 1616747084.482932
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /usr/lib/python3.6/multiprocessing/reduction.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /usr/lib/python3.6/asyncio/subprocess.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/crypto.py first seen with mtime 1616747084.4989321
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1616747084.6029322
DEBUG 2021-05-04 16:34:23,021 autoreload 11334 140518159988544 File /usr/lib/python3.6/keyword.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:24,079 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/core/cache/utils.py first seen with mtime 1616747084.446932
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0012_auto_20210422_1513.py first seen with mtime 1619075623.9840004
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/models/sql/compiler.py first seen with mtime 1616747084.4789321
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0005_venueinstance_status.py first seen with mtime 1616988799.9163442
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/SiteGAD/wsgi.py first seen with mtime 1616747186.1829362
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0011_venue_venuemanager.py first seen with mtime 1617264453.8310776
DEBUG 2021-05-04 16:34:24,080 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1616747084.2349322
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1616747084.2349322
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1616747084.1069322
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/middleware.py first seen with mtime 1616747084.170932
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1616747084.1069322
DEBUG 2021-05-04 16:34:24,081 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/messages/middleware.py first seen with mtime 1616747084.338932
DEBUG 2021-05-04 16:34:24,082 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,082 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/middleware/common.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:24,082 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1616747084.390932
DEBUG 2021-05-04 16:34:24,082 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/templatetags/tz.py first seen with mtime 1616747084.4949322
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/migrations/recorder.py first seen with mtime 1616747084.470932
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0004_venueinstance.py first seen with mtime 1616986776.7242653
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1616747084.134932
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0003_venuemanager.py first seen with mtime 1616985031.7321973
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0010_auto_20210401_1542.py first seen with mtime 1617262954.8190193
DEBUG 2021-05-04 16:34:24,083 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1616747084.2349322
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0008_venueinstance_borrower.py first seen with mtime 1617248111.2824414
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0015_auto_20210427_0935.py first seen with mtime 1619487347.9560323
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0009_auto_20210401_1159.py first seen with mtime 1617249558.4584975
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/backends.py first seen with mtime 1616747084.170932
DEBUG 2021-05-04 16:34:24,084 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1616747084.414932
DEBUG 2021-05-04 16:34:24,085 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1616747084.390932
DEBUG 2021-05-04 16:34:24,085 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/middleware/security.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:24,085 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/middleware/clickjacking.py first seen with mtime 1616747084.4909322
DEBUG 2021-05-04 16:34:24,085 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0013_auto_20210426_1910.py first seen with mtime 1619435437.662011
DEBUG 2021-05-04 16:34:24,085 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1616747084.134932
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1616747084.390932
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1616747084.3869321
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0002_auto_20210329_1011.py first seen with mtime 1616983896.1241531
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /usr/lib/python3.6/stringprep.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/views/main.py first seen with mtime 1616747084.138932
DEBUG 2021-05-04 16:34:24,086 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/migrations/loader.py first seen with mtime 1616747084.466932
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0006_venue_activityuser.py first seen with mtime 1617005198.6049826
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/migrations/graph.py first seen with mtime 1616747084.466932
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0014_auto_20210426_1923.py first seen with mtime 1619436193.6180403
DEBUG 2021-05-04 16:34:24,087 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/backends/mysql/compiler.py first seen with mtime 1616747084.462932
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0001_initial.py first seen with mtime 1616755692.7352674
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1616747084.1069322
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/templatetags/l10n.py first seen with mtime 1616747084.4949322
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /usr/lib/python3.6/encodings/idna.py first seen with mtime 1611675180.0
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0007_auto_20210331_1543.py first seen with mtime 1617176636.1716583
DEBUG 2021-05-04 16:34:24,088 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1616747084.414932
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/templatetags/cache.py first seen with mtime 1616747084.4949322
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/0016_auto_20210427_1413.py first seen with mtime 1619503985.9286802
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/db/migrations/executor.py first seen with mtime 1616747084.466932
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/SiteGAD/catalog/migrations/__init__.py first seen with mtime 1616747470.798947
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1616747084.1069322
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,089 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1616747084.134932
DEBUG 2021-05-04 16:34:24,090 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1616747084.3869321
DEBUG 2021-05-04 16:34:24,090 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1616747084.206932
DEBUG 2021-05-04 16:34:24,090 autoreload 11334 140518159988544 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/templatetags/log.py first seen with mtime 1616747084.138932
INFO 2021-05-05 08:44:19,615 autoreload 25574 140134555645760 Watching for file changes with StatReloader
DEBUG 2021-05-05 08:44:19,616 autoreload 25574 140134555645760 Waiting for apps ready_event.
DEBUG 2021-05-05 08:44:19,640 autoreload 25574 140134555645760 Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2021-05-05 08:44:19,641 autoreload 25574 140134555645760 Watching dir /home/django/GAD/SiteGAD/SiteGAD/locale with glob **/*.mo.
DEBUG 2021-05-05 08:44:19,641 autoreload 25574 140134555645760 Watching dir /home/django/GAD/SiteGAD/SiteGAD/catalog/locale with glob **/*.mo.
DEBUG 2021-05-05 08:44:19,731 utils 25574 140134469547776 (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2021-05-05 08:44:19,733 utils 25574 140134469547776 (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2021-05-05 08:44:19,737 utils 25574 140134469547776 (0.004) SHOW FULL TABLES; args=None
DEBUG 2021-05-05 08:44:19,744 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/sqlparse/exceptions.py first seen with mtime 1616747084.6029322
DEBUG 2021-05-05 08:44:19,744 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/SiteGAD/catalog/models.py first seen with mtime 1619505558.9687414
DEBUG 2021-05-05 08:44:19,744 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1616747084.138932
DEBUG 2021-05-05 08:44:19,745 autoreload 25574 140134555645760 File /usr/lib/python3.6/html/__init__.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,745 autoreload 25574 140134555645760 File /usr/lib/python3.6/wsgiref/handlers.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,745 utils 25574 140134469547776 (0.005) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=()
DEBUG 2021-05-05 08:44:19,746 autoreload 25574 140134555645760 File /usr/lib/python3.6/asyncio/sslproto.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,747 autoreload 25574 140134555645760 File /usr/lib/python3.6/distutils/version.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,747 autoreload 25574 140134555645760 File /usr/lib/python3.6/concurrent/futures/_base.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,747 autoreload 25574 140134555645760 File /usr/lib/python3.6/linecache.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /usr/lib/python3.6/email/_policybase.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/contrib/admin/filters.py first seen with mtime 1616747084.038932
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /usr/lib/python3.6/_compression.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/conf/locale/__init__.py first seen with mtime 1616747083.966932
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /usr/lib/python3.6/warnings.py first seen with mtime 1611675180.0
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/utils/tree.py first seen with mtime 1616747084.502932
DEBUG 2021-05-05 08:44:19,748 autoreload 25574 140134555645760 File /home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/views/decorators/cache.py first seen with mtime 1616747084.506932
